campLocation,timestamp,source,destination,user,device,eventType,eventDescription,eventSeverity,mlRiskScore
Delhi,2023-09-14T11:43,192.168.1.100,172.16.0.20,anonymous,Workstation123,system-restart,System restart: Reason1,informational,0.30
Delhi,2023-09-17T12:39,172.16.1.100,10.1.1.2,anonymous,ServerABC,system-failure,Critical system failure: Error message: 83,critical,0.37
Delhi,2023-09-13T12:23,172.16.1.100,10.0.0.101,guest,DeviceXYZ,system-restart,System restart: Reason5,critical,0.30
Delhi,2023-09-18T01:37,10.10.10.10,192.168.10.6,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file942.txt',informational,0.17
Delhi,2023-09-15T17:11,10.0.0.2,192.168.0.3,guest,ServerABC,malware-detection,Malware detected: File 'file916.txt' found on device 'ServerABC',informational,0.37
Delhi,2023-09-18T10:31,192.168.10.5,10.0.0.101,user123,DeviceXYZ,malware-detection,Malware detected: File 'file927.txt' found on device 'DeviceXYZ',error,0.37
Delhi,2023-09-14T12:52,172.16.0.10,192.168.10.6,guest,DeviceXYZ,malware-detection,Malware detected: File 'file356.txt' found on device 'DeviceXYZ',error,0.37
Delhi,2023-09-14T19:43,192.168.2.5,10.1.1.2,guest,DeviceXYZ,system-shutdown,System shutdown: Reason1,informational,0.33
Delhi,2023-09-14T11:11,192.168.1.100,10.0.0.101,anonymous,ServerABC,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.1.100,critical,0.37
Delhi,2023-09-13T00:29,192.168.0.1,10.1.1.2,user123,DeviceXYZ,firewall-change,Firewall rule change: Port 50525 opened for IP 192.168.0.1,warning,0.30
Delhi,2023-09-15T16:10,172.16.0.10,10.1.1.2,guest,DeviceXYZ,system-failure,Critical system failure: Error message: 67,critical,0.37
Delhi,2023-09-13T03:29,10.1.1.1,192.168.2.6,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.1.1.1,informational,0.13
Delhi,2023-09-15T16:46,172.16.0.10,10.0.0.3,anonymous,Workstation123,software-update,Software update: Software5 updated to version v4,informational,0.27
Delhi,2023-09-12T19:02,192.168.10.5,172.16.0.20,guest,DeviceXYZ,application-errors,Application error: Error message: 75,error,0.27
Delhi,2023-09-13T11:29,192.168.0.1,192.168.0.2,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.0.1 for domain 'example506.com',informational,0.17
Delhi,2023-09-16T10:10,192.168.2.5,192.168.10.6,anonymous,DeviceXYZ,malware-detection,Malware detected: File 'file658.txt' found on device 'DeviceXYZ',error,0.37
Delhi,2023-09-15T19:38,10.10.10.10,192.168.2.6,admin,Workstation123,auth-success,Successful login for user 'admin' from IP 10.10.10.10,informational,0.10
Delhi,2023-09-17T03:52,172.16.0.10,10.0.0.3,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.0.10 for domain 'example872.com',warning,0.17
Delhi,2023-09-16T18:12,192.168.10.5,192.168.0.3,guest,DeviceXYZ,api-called,API called: API1 from IP 192.168.10.5,critical,0.20
Delhi,2023-09-17T18:39,172.16.1.100,192.168.0.3,admin,DeviceXYZ,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.1.100,warning,0.37
Delhi,2023-09-14T22:29,10.10.10.10,192.168.0.3,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 10.10.10.10,warning,0.13
Delhi,2023-09-16T15:25,172.16.1.100,192.168.10.6,anonymous,Workstation123,system-restart,System restart: Reason3,informational,0.30
Delhi,2023-09-13T23:31,10.1.1.1,172.16.1.101,user123,DeviceXYZ,application-errors,Application error: Error message: 81,warning,0.27
Delhi,2023-09-14T22:29,192.168.10.5,10.1.1.2,admin,ServerABC,api-called,API called: API5 from IP 192.168.10.5,warning,0.20
Delhi,2023-09-18T02:18,172.16.0.10,172.16.0.20,user123,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 172.16.0.10,error,0.13
Delhi,2023-09-17T00:35,10.0.0.2,172.16.1.101,user123,Workstation123,dns-queries,DNS query from IP 10.0.0.2 for domain 'example774.com',error,0.17
Delhi,2023-09-18T12:58,172.16.0.10,192.168.0.3,user123,Workstation123,application-errors,Application error: Error message: 22,error,0.27
Delhi,2023-09-14T15:30,10.1.1.1,10.10.10.20,guest,ServerABC,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 10.1.1.1,informational,0.37
Delhi,2023-09-18T09:39,192.168.1.100,10.10.10.20,user123,Workstation123,api-called,API called: API2 from IP 192.168.1.100,warning,0.20
Delhi,2023-09-15T05:24,10.1.1.1,10.10.10.20,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 93,warning,0.37
Delhi,2023-09-16T19:24,10.1.1.1,192.168.2.6,admin,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.1.1.1,warning,0.13
Delhi,2023-09-17T00:44,192.168.2.5,10.0.0.3,user123,DeviceXYZ,application-errors,Application error: Error message: 57,informational,0.27
Delhi,2023-09-14T17:15,10.10.10.10,10.0.0.101,user123,Workstation123,auth-lockout,User 'user123' locked out after multiple failed login attempts from IP 10.10.10.10,critical,0.37
Delhi,2023-09-13T01:28,172.16.0.10,192.168.0.2,guest,Workstation123,malware-detection,Malware detected: File 'file901.txt' found on device 'Workstation123',critical,0.37
Delhi,2023-09-14T09:06,192.168.2.5,172.16.1.101,admin,Workstation123,dns-queries,DNS query from IP 192.168.2.5 for domain 'example789.com',error,0.17
Delhi,2023-09-12T16:22,192.168.2.5,192.168.10.6,anonymous,DeviceXYZ,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.2.5,warning,0.33
Delhi,2023-09-17T21:41,192.168.2.5,10.10.10.20,anonymous,DeviceXYZ,software-update,Software update: Software7 updated to version v3,error,0.27
Delhi,2023-09-18T11:48,192.168.2.5,10.10.10.20,admin,ServerABC,firewall-change,Firewall rule change: Port 5247 opened for IP 192.168.2.5,critical,0.30
Delhi,2023-09-16T17:29,10.10.10.10,192.168.2.6,user123,Workstation123,firewall-change,Firewall rule change: Port 33676 opened for IP 10.10.10.10,warning,0.30
Delhi,2023-09-16T17:29,47.56.49.177,54.35.167.244,user123,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 47.56.49.177,critical,0.67
Delhi,2023-09-18T02:41,172.16.1.100,172.16.1.101,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.1.100,warning,0.13
Delhi,2023-09-13T17:00,192.168.10.5,10.10.10.20,user123,DeviceXYZ,dns-queries,DNS query from IP 192.168.10.5 for domain 'example216.com',error,0.17
Delhi,2023-09-12T22:00,10.10.10.10,172.16.0.20,anonymous,Workstation123,system-shutdown,System shutdown: Reason4,critical,0.33
Delhi,2023-09-16T18:53,172.16.0.10,10.0.0.3,guest,DeviceXYZ,firewall-change,Firewall rule change: Port 46830 opened for IP 172.16.0.10,informational,0.30
Delhi,2023-09-14T15:00,192.168.10.5,10.0.0.3,user123,ServerABC,permission-changes,User 'user123' changed permissions for file '/path/to/file781.txt',warning,0.17
Delhi,2023-09-16T03:20,10.0.0.2,10.0.0.3,anonymous,ServerABC,application-errors,Application error: Error message: 79,informational,0.27
Delhi,2023-09-14T15:25,79.159.147.76,151.189.75.242,admin,DeviceXYZ,application-errors,Application error: Error message: 68,warning,0.80
Delhi,2023-09-17T07:38,192.168.0.1,192.168.10.6,user123,Workstation123,file-access,File access: Write to file '/path/to/file299.txt' by user 'user123' from IP 192.168.0.1,critical,0.23
Delhi,2023-09-15T08:09,10.10.10.10,10.1.1.2,admin,ServerABC,system-restart,System restart: Reason3,critical,0.30
Delhi,2023-09-15T02:20,192.168.0.1,10.0.0.101,anonymous,Workstation123,application-usage,User 'anonymous' used application 'App7',informational,0.13
Delhi,2023-09-14T10:37,172.16.1.100,172.16.0.20,anonymous,DeviceXYZ,dns-queries,DNS query from IP 172.16.1.100 for domain 'example454.com',informational,0.17
Delhi,2023-09-16T21:03,10.0.0.2,10.0.0.3,admin,DeviceXYZ,software-update,Software update: Software8 updated to version v2,error,0.27
Delhi,2023-09-18T13:46,10.10.10.10,192.168.0.2,anonymous,Workstation123,system-shutdown,System shutdown: Reason5,warning,0.33
Delhi,2023-09-18T13:12,192.168.1.100,192.168.2.6,anonymous,ServerABC,firewall-change,Firewall rule change: Port 55561 opened for IP 192.168.1.100,warning,0.30
Delhi,2023-09-16T03:47,192.168.2.5,192.168.0.2,user123,Workstation123,system-failure,Critical system failure: Error message: 49,critical,0.37
Delhi,2023-09-16T03:44,10.1.1.1,172.16.1.101,admin,DeviceXYZ,auth-failed,Failed login attempt for user 'admin' from IP 10.1.1.1,critical,0.33
Delhi,2023-09-16T22:45,10.0.0.100,10.0.0.3,guest,Workstation123,application-errors,Application error: Error message: 63,informational,0.27
Delhi,2023-09-15T20:06,172.16.1.100,172.16.0.20,guest,DeviceXYZ,application-usage,User 'guest' used application 'App7',error,0.13
Delhi,2023-09-12T16:32,172.16.0.10,172.16.1.101,user123,DeviceXYZ,software-update,Software update: Software4 updated to version v2,critical,0.27
Delhi,2023-09-14T14:59,10.0.0.2,10.0.0.101,admin,Workstation123,software-update,Software update: Software8 updated to version v2,error,0.27
Delhi,2023-09-17T10:59,172.16.0.10,10.10.10.20,anonymous,ServerABC,software-update,Software update: Software8 updated to version v3,informational,0.27
Delhi,2023-09-15T18:24,192.168.0.1,192.168.0.2,anonymous,DeviceXYZ,auth-lockout,User 'anonymous' locked out after multiple failed login attempts from IP 192.168.0.1,critical,0.37
Delhi,2023-09-17T10:35,66.50.138.28,224.228.190.123,guest,ServerABC,malware-detection,Malware detected: File 'file174.txt' found on device 'ServerABC',warning,0.90
Delhi,2023-09-18T05:01,192.168.0.1,192.168.10.6,anonymous,DeviceXYZ,application-usage,User 'anonymous' used application 'App8',error,0.13
Delhi,2023-09-16T15:07,172.16.1.100,192.168.0.3,user123,Workstation123,application-errors,Application error: Error message: 87,informational,0.27
Delhi,2023-09-13T19:47,10.0.0.2,10.0.0.101,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 10.0.0.2,error,0.13
Delhi,2023-09-17T21:48,172.16.1.100,172.16.1.101,user123,DeviceXYZ,application-usage,User 'user123' used application 'App5',warning,0.13
Delhi,2023-09-17T00:58,192.168.2.5,10.10.10.20,anonymous,ServerABC,dns-queries,DNS query from IP 192.168.2.5 for domain 'example867.com',warning,0.17
Delhi,2023-09-15T14:05,172.16.1.100,10.1.1.2,admin,DeviceXYZ,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 172.16.1.100,critical,0.37
Delhi,2023-09-15T04:54,192.168.1.100,192.168.10.6,admin,Workstation123,auth-lockout,User 'admin' locked out after multiple failed login attempts from IP 192.168.1.100,critical,0.37
Delhi,2023-09-17T07:14,192.168.10.5,10.0.0.101,admin,Workstation123,firewall-change,Firewall rule change: Port 12417 opened for IP 192.168.10.5,error,0.30
Delhi,2023-09-16T12:38,172.16.0.10,172.16.1.101,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file815.txt',error,0.17
Delhi,2023-09-14T19:11,192.168.0.1,192.168.2.6,user123,DeviceXYZ,permission-changes,User 'user123' changed permissions for file '/path/to/file284.txt',warning,0.17
Delhi,2023-09-17T23:32,10.0.0.100,10.10.10.20,guest,ServerABC,auth-failed,Failed login attempt for user 'guest' from IP 10.0.0.100,critical,0.33
Delhi,2023-09-13T00:05,61.82.10.54,166.55.174.11,anonymous,DeviceXYZ,file-access,File access: Write to file '/path/to/file924.txt' by user 'anonymous' from IP 61.82.10.54,warning,0.77
Delhi,2023-09-12T21:06,192.168.0.1,192.168.2.6,admin,ServerABC,system-failure,Critical system failure: Error message: 29,critical,0.37
Delhi,2023-09-15T16:21,10.10.10.10,172.16.0.20,guest,DeviceXYZ,network-connected,Device 'DeviceXYZ' connected to the network at IP 10.10.10.10,warning,0.13
Delhi,2023-09-17T13:22,172.16.1.100,192.168.2.6,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 172.16.1.100,informational,0.10
Delhi,2023-09-14T14:58,10.0.0.100,172.16.1.101,user123,Workstation123,dns-queries,DNS query from IP 10.0.0.100 for domain 'example510.com',warning,0.17
Delhi,2023-09-18T06:54,10.10.10.10,172.16.0.20,user123,ServerABC,malware-detection,Malware detected: File 'file372.txt' found on device 'ServerABC',informational,0.37
Delhi,2023-09-15T15:35,98.160.156.112,121.64.116.92,admin,ServerABC,auth-failed,Failed login attempt for user 'admin' from IP 98.160.156.112,warning,0.87
Delhi,2023-09-15T03:09,192.168.10.5,10.10.10.20,user123,DeviceXYZ,system-restart,System restart: Reason1,critical,0.30
Delhi,2023-09-17T03:16,172.16.0.10,10.1.1.2,guest,Workstation123,network-disconnected,Device 'Workstation123' disconnected from the network at IP 172.16.0.10,warning,0.13
Delhi,2023-09-17T22:57,192.168.0.1,10.0.0.101,anonymous,ServerABC,software-update,Software update: Software6 updated to version v4,warning,0.27
Delhi,2023-09-14T07:40,192.168.1.100,192.168.10.6,anonymous,DeviceXYZ,system-restart,System restart: Reason9,critical,0.30
Delhi,2023-09-17T01:59,58.187.173.203,53.43.97.47,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 58.187.173.203,informational,0.67
Delhi,2023-09-17T13:50,10.0.0.100,192.168.2.6,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file508.txt',warning,0.17
Delhi,2023-09-15T15:02,192.168.1.100,172.16.1.101,admin,ServerABC,network-disconnected,Device 'ServerABC' disconnected from the network at IP 192.168.1.100,warning,0.13
Delhi,2023-09-12T22:00,172.16.0.10,10.0.0.101,admin,DeviceXYZ,auth-success,Successful login for user 'admin' from IP 172.16.0.10,informational,0.10
Delhi,2023-09-16T21:29,192.168.2.5,10.10.10.20,admin,Workstation123,malware-detection,Malware detected: File 'file965.txt' found on device 'Workstation123',warning,0.37
Delhi,2023-09-18T08:57,192.168.1.100,10.0.0.101,guest,ServerABC,application-usage,User 'guest' used application 'App3',informational,0.13
Delhi,2023-09-17T02:05,10.10.10.10,10.0.0.3,admin,ServerABC,dns-queries,DNS query from IP 10.10.10.10 for domain 'example111.com',informational,0.17
Delhi,2023-09-17T19:37,192.168.0.1,10.1.1.2,anonymous,ServerABC,auth-failed,Failed login attempt for user 'anonymous' from IP 192.168.0.1,critical,0.33
Delhi,2023-09-15T19:12,10.10.10.10,192.168.10.6,guest,Workstation123,permission-changes,User 'guest' changed permissions for file '/path/to/file84.txt',error,0.17
Delhi,2023-09-16T08:47,192.168.2.5,10.0.0.101,user123,ServerABC,firewall-change,Firewall rule change: Port 18077 opened for IP 192.168.2.5,critical,0.30
Delhi,2023-09-14T18:50,10.10.10.10,192.168.0.2,anonymous,DeviceXYZ,system-failure,Critical system failure: Error message: 60,critical,0.37
Delhi,2023-09-15T09:03,10.0.0.100,172.16.0.20,anonymous,ServerABC,network-connected,Device 'ServerABC' connected to the network at IP 10.0.0.100,warning,0.13
Delhi,2023-09-17T06:06,192.168.0.1,192.168.10.6,anonymous,Workstation123,firewall-change,Firewall rule change: Port 33866 opened for IP 192.168.0.1,critical,0.30
Delhi,2023-09-14T01:32,192.168.2.5,192.168.2.6,admin,ServerABC,dns-queries,DNS query from IP 192.168.2.5 for domain 'example275.com',warning,0.17
Delhi,2023-09-13T12:47,192.168.2.5,172.16.1.101,user123,DeviceXYZ,system-restart,System restart: Reason5,error,0.30
Delhi,2023-09-13T15:14,184.6.153.219,71.82.231.23,guest,DeviceXYZ,permission-changes,User 'guest' changed permissions for file '/path/to/file107.txt',warning,0.70
Delhi,2023-09-14T16:11,172.16.1.100,192.168.2.6,guest,Workstation123,auth-lockout,User 'guest' locked out after multiple failed login attempts from IP 172.16.1.100,critical,0.37
Delhi,2023-09-17T23:57,10.1.1.1,10.10.10.20,admin,DeviceXYZ,file-access,File access: Write to file '/path/to/file687.txt' by user 'admin' from IP 10.1.1.1,warning,0.23
Delhi,2023-09-15T09:15,192.168.2.5,192.168.0.2,anonymous,ServerABC,system-shutdown,System shutdown: Reason9,warning,0.33
Delhi,2023-09-17T15:46,10.10.10.10,192.168.0.3,anonymous,ServerABC,application-errors,Application error: Error message: 91,informational,0.27
Delhi,2023-09-17T01:04,192.168.1.100,10.0.0.101,anonymous,ServerABC,system-shutdown,System shutdown: Reason3,error,0.33
Delhi,2023-09-15T20:34,192.168.10.5,10.10.10.20,admin,Workstation123,firewall-change,Firewall rule change: Port 14261 opened for IP 192.168.10.5,critical,0.30
Delhi,2023-09-16T05:14,192.168.1.100,192.168.2.6,admin,Workstation123,software-update,Software update: Software4 updated to version v2,informational,0.27
Delhi,2023-09-14T23:04,10.0.0.100,192.168.0.3,guest,DeviceXYZ,system-restart,System restart: Reason10,warning,0.30
Delhi,2023-09-14T13:52,192.168.0.1,10.0.0.3,anonymous,DeviceXYZ,permission-changes,User 'anonymous' changed permissions for file '/path/to/file85.txt',error,0.17
Delhi,2023-09-15T14:59,10.0.0.100,10.0.0.101,user123,ServerABC,auth-success,Successful login for user 'user123' from IP 10.0.0.100,informational,0.10
Delhi,2023-09-18T02:14,192.168.2.5,10.0.0.3,guest,ServerABC,file-access,File access: Delete to file '/path/to/file946.txt' by user 'guest' from IP 192.168.2.5,warning,0.23
Delhi,2023-09-16T13:27,192.168.2.5,192.168.0.2,anonymous,Workstation123,firewall-change,Firewall rule change: Port 60018 opened for IP 192.168.2.5,warning,0.30
Delhi,2023-09-16T02:35,172.16.1.100,10.10.10.20,anonymous,Workstation123,firewall-change,Firewall rule change: Port 13416 opened for IP 172.16.1.100,informational,0.30
Delhi,2023-09-13T08:25,172.16.0.10,192.168.2.6,admin,DeviceXYZ,network-disconnected,Device 'DeviceXYZ' disconnected from the network at IP 172.16.0.10,informational,0.13
Delhi,2023-09-16T13:46,192.168.2.5,10.10.10.20,user123,Workstation123,software-update,Software update: Software10 updated to version v4,error,0.27
Delhi,2023-09-16T22:05,10.1.1.1,10.0.0.101,anonymous,ServerABC,application-errors,Application error: Error message: 44,warning,0.27
Delhi,2023-09-16T02:23,192.168.2.5,192.168.10.6,guest,Workstation123,system-failure,Critical system failure: Error message: 30,critical,0.37
Delhi,2023-09-13T20:14,172.16.1.100,172.16.0.20,user123,DeviceXYZ,malware-detection,Malware detected: File 'file612.txt' found on device 'DeviceXYZ',warning,0.37
Delhi,2023-09-13T23:34,192.168.2.5,10.1.1.2,user123,DeviceXYZ,file-access,File access: Delete to file '/path/to/file840.txt' by user 'user123' from IP 192.168.2.5,critical,0.23
Delhi,2023-09-14T03:50,172.16.1.100,192.168.2.6,admin,ServerABC,firewall-change,Firewall rule change: Port 4318 opened for IP 172.16.1.100,error,0.30
